Unique ID,Authors,Title of Presentation,Yr Presented,Title of the Work,Yr published,Venue/Publication,Type,Topics/Trends (L),Methodologies,Region (L),Locality,Link,Notes,Who?,Checked?,Zotero?
DufMig;BauRea;KriSmi,Mignon Duffy;Reagan Baughman;Kristin Smith,"Employment Transitions and Occupational
Mobility: Is Care Work Different?",2017,The Flip Side of Turnover: Employment Transitions and Occupational Attachment Among Low-Wage Care Workers in the United States,2021,Feminist Economics,Journal article,Affect;Aging;Disability;Class;Gender;Healthcare;Labor;Market services;Social care;Social practices;Theory,Quantitative;Surveys,United States,N/A,,,,FALSE,FALSE
FisJen,Jennifer Fish,Global Policy-Local Action: ILO Standards as an Organizing Instrument.,2017,Domestic Worker Organizing in the Global Economy: The Convention 189 Campaign as a Mobilization Model,2017,Rosa Luxemburg Stiftung New York Office,NGO/Non-Profit report,Class;Citizenship;Gender;Governance;Labor;Social care,Qualitative,N/A,N/A,,,,FALSE,FALSE
FraEmi;TsuEmm;BarShe,Emily Franzosa;Emma Tsui;Sherry Baron,Reducing the mental health effects of client death for home careworkers,2017,Home Care Workers’ Experiences of Client Death and Disenfranchised Grief,2018,Qualitative Health Research,Journal article,Affect;Aging;Class;Labor;Market services;Social practices;Social care,Focus-group;Interviews;Qualitative;Theory,United States,New York City,,,,FALSE,FALSE
HerLuc,None listed,Research to Support Organizing Campaigns,2017,"Profile, Practices and Needs of California's Domestic Work Employers",2016,UCLA Labor Center,NGO/Non-Profit report,Aging;Class;Market services;Social care;Social practices,N/A,United States,California,,,,FALSE,FALSE
JabEri,Erica Jablonski,. The Risk of Trying in a Trying Situation: Negotiating Caregiver Identity.,2017,Who Cares? Social Roles and Attempts to Modify Behavioral Strategies through Service Provider Presentations,2017,Sociology and Anthropology,Journal article,Affect;Aging;Disability;Labor;Market services;Social practices;Social care,Discursive analysis;Qualitative,N/A,N/A,,,,FALSE,FALSE
JamAdi,Adilia James,"Care Professionals, Personal Experience, and Professional Expertise.",2017,Expert knowledge or emotional connection? Examining clients' expectations for highly-skilled professional care,2021,Sociological Spectrum,Journal article,Affect;Labor;Market services;Social practices;Social care,Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
KimHee,Hee-Kang Kim,Basic Income and Care Ethics,2017,The basic income and care ethics,2020,Journal of Social Philosophy,Journal article,Ethics;Governance;Labor;Social care;Social practices;Theory,Qualitative,N/A,N/A,,,,FALSE,FALSE
KimYang,Yang-Sook Kim,‘Good Care’ in the Elderly Care Sector of South Korea: Discursive Contestations among Migrant and Native-born Workers,2017,Care Work and Ethnic Boundary Marking in South Korea,2018,Critical Sociology,Journal article,Aging;Governance;Labor;Market services;Race;Social care,Discursive analysis;Qualitative,East Asia,South Korea,Citizenship;Class,,,FALSE,FALSE
KloJan,Janna Klostermann,Soiling scholarly representations of care,2017,Care Has Limits: Women's Moral Lives and Revised Meanings of Care Work,2020,Carleton University,Dissertation,Affect;Ethics;Gender;Labor;Market services;Metrics;Social care;Social practices;Theory,Interviews;Qualitative,Canada,Ontario,,,,FALSE,FALSE
KurAli;PunLau,Alicia Kurowski;Laura Punnett,Nursing Home Workers at High Risk of Avoidable Back Injuries.,2017,Impact of a Safe Resident Handling Program in Nursing Homes on Return-to-Work and Re-injury Outcomes Following Work Injury,2019,Journal of Occupational Rehabilitation,Journal article,Disability;Healthcare;Labor;Market services,Quantitative,N/A,N/A,,,,FALSE,FALSE
LanCar,Carrie Lane,The Demographics and Dynamics of High-End Carework.,2017,"The Work of Care, Caring at Work: An Introduction ",2017,Anthropology of Work Review,Journal article,Aging;Class;Gender;Governance;Labor;Market services;Migration;Social care;Social practices,Discursive analysis;Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
LanPau;ZoeJea;RivBia;AleDar;BahAmy;HorWen,Paul Landsbergis;Jeanette Zoeckler;Bianca Rivera;Darryl Alexander;Amy Bahruth;Wendy Hord,Organizational Programs and Policies to Prevent K-12 Teachers’ Occupational Stress,2017,Organizational Interventions to Reduce Sources of K-12 Teachers’ Occupational Stress,2017,Educator Stress,Book chapter,Affect;Labor:Market services,Qualitative,N/A,N/A,,,,FALSE,FALSE
LiaLi-F,Li-Fang Liang,Tensions in Care,2017,Migrant care work in Taiwan: applying a feminist ethics of care to the relationships of 'live-in' care,2018,International Journal of Care and Caring,,Gender;Labor;Migration,,,,,,,FALSE,FALSE
LiaLi-F,Li-Fang Liang,Health and Medical-Seeking Experiences of Live-in Migrant Care Workers in Taiwan.,2017,Everyday Vulnerability: Work and Health Experiences of Live-in Migrant Care Workers in Taiwan,2021,The Global Old Age Care Industry (Book),Book chapter,Affect;Class;Gender;Governance;Healthcare;Market services;Migration;Social care,Interviews;Qualitative,Southeast Asia,Taiwan,,,,FALSE,FALSE
MacMar,Martha MacDonald,Fee structures for publicly-funded long-term residential care in Canada: Implications for equity and financial well-being.,2017,Regulating Individual Charges for Long-Term Residential Care in Canada,2015,Studies in Political Economy,Journal article,Aging;Class;Gender;Governance;Social care;Social practices,N/A,Canada,N/A,,,,FALSE,FALSE
MahRia;MicSon,Rianne Mahon;Sonya Michel,Not in Focus: Migrant Caregivers as seen by the ILO and the OECD.,2017,Out of Focus: Migrant Women Caregivers as Seen by the ILO and the OECD,2017,"Gender, Migration, and the Work of Care",Book chapter,Class;Gender;Governance;Labor;Market services;Migration;Social care;Social practices,Qualitative,N/A,N/A,,,,FALSE,FALSE
MarPia,Pia Markkanen;Margaret Quinn;Catherine Galligan,Home Care Work: Integrating Qualitative and Quantitative Research Methods to Assess Musculoskeletal Strain among Aides.,2017,P6-3 Combining qualitative and quantitative research methods to assess occupational exposures and interventions among homecare aides,2016,Occupational and Environmental Medicine,Journal article,Affect;Aging;Healthcare;Labor;Market services;Social care;Social practices,Focus-group;Interviews;Qualitative;Quantitative;Surveys,United States,Massachusetts,,,,FALSE,FALSE
MarSab,Sabrina Marchetti;Caniela Cherubini;Giulia Garofalo Geymonat,C189: A Tool for States or for Paid Domestic Workers?,2017,Global Domestic Workers: Intersectional Inequalities and Struggles for Rights,2021,Bristol University Press,Book,Class;Gender;Governance;Labor;Market services;Migration;Race;Social care;Social practices,N/A,N/A,N/A,,,,FALSE,FALSE
McKLin,Sophie Bowlby;Linda McKie,A caringscapes approach to informal care and employment in contexts of austerity and precarity.,2017,Care and caring: An ecological framework,2018,Royal Geographical Society,,Governance;Paid labor;Unpaid labor,,,,,,,FALSE,FALSE
MorCla,Claudia Mora,The Gender Deficit: How the labor market penalizes women’s reproductive work.,2017,The Gender Deficit: Everyday Practices of Differentiation in the Chilean Labour Market,2017,Bulletin of Latin American Research,Journal article,Class;Gender;Labor;Market services;Social practices,Focus-group;Interviews;Qualitative,Latin America,Chile,,,,FALSE,FALSE
MukAva,Avanti Mukherjee,Does “Doing Care” Mean Child Care is Under-Prioritized? Insights from the Indian Time Use Survey.,2017,"Three Essays on ""Doing Care"", Gender Differences in the Work Day, and Women's Care Work in the Household",2017,University of Massachusetts Amherst,Dissertation ,Gender;Labor;Metrics;Social practices;Social care;Theory,Quantitative;Time-use,South Asia,India,,,,FALSE,FALSE
NieCar,Carmen Niethammer,Discussion: Tackling Employer-Supported Child Care,2017,Tackling Childcare: How The Coronavirus Challenges Business As Usual,2020,Forbes (https://www.forbes.com/sites/carmenniethammer/2020/07/25/tackling-childcare-how-the-coronavirus-challenges-business-as-usual/?sh=2ea836dd4dcf),N/A,Gender;Governance;Labor;Social care,N/A,N/A,N/A,,,,FALSE,FALSE
NieCar,Carmen Niethammer,Tackling Employer-Supported Child Care,2017,Managing Childcare: The Power of Family-Friendly and Inclusive Cities,2021,Forbes (https://www.forbes.com/sites/carmenniethammer/2021/02/27/managing-childcare-the-power-of-family-friendly-and-inclusive-cities/?sh=7a43cf7318e7),,Gender;Governance;Labor;Social care,N/A,N/A,N/A,,,,FALSE,FALSE
NisEli;MorJen,Elizabeth Nisbet;Jennifer Craft Morgan,Where policy meets practice: Employer perspectives on scheduling and hours for home care aides.,2017,Where Policy Meets Practice: Employer Perspectives on Scheduling and Hours for Home Care Aides,2017,Journal of Applied Gerontology,Journal article,Aging;Governance;Healthcare;Labor;Market services;Social care;Social practices,Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
OldLou;LarMar,Louise Oldridge;Mary Larkin,Why Should I Care?,2017,Unpaid Care: Global Growth and Policies for Sustainability,2020,Gender Equality,Book chapter,Gender;Governance;Labor;Metrics;Social care;Social practices,Qualitative,N/A,N/A,,,,FALSE,FALSE
PreSus;SanMat;PetTra,Susan Prentice;Matthew Sanscartier;Tracey Peter,Home Sweet Home---A View from Canada: The Challenge of Regulated Family Home Child Care,2017,Home Sweet Home? An Evidence-Based Analysis of Licensed Family Home Childcare in Manitoba,2016,N/A,Unpublished,Governance;Labor;Market services;Social care,Quantitative;Statistics,Canada,Manitoba,Class,,,FALSE,FALSE
PugAll,Allison Pugh,The Rationalization of Relational Labor.,2017,Emotions and the Systematization of Connective Labor,2021,"Theory, Culture & Society",Journal article,Affect;Labor;Market services;Social practices;Social care;Theory,Interviews;Qualitative,N/A,N/A,,,,FALSE,FALSE
PunLau;GorReb,Laura Punnett;Rebecca Gore,Workplace Predictors of Perceived Quality of Care in Nursing Homes.,2017,Nursing Home Employee and Resident Satisfaction and Resident Care Outcomes,2018,Safety and Health at Work,Journal article,Healthcare;Labor;Market services;Metrics;Social care,Quantitative;Statistics;Surveys,United States,N/A,Affect;Aging;Metrics,,,FALSE,FALSE
SheRac,Rachel Sherman,"Service Work, Reproductive Labor, and Care.",2017,"Labor, Lifestyle, and the ""Ladies Who Lunch"": Work and Worth Among Elite STAY-AT-HOME Mothers",2020,"Professional Work: Knowledge, Power and Social Inequalities",Book chapter,Affect;Class;Gender;Labor;Market services;Race,Interviews;Qualitative,United States,New York,,,,FALSE,FALSE
ShoFum,Fumilayo Showers,America’s Invaluable Import: Immigrants and Low-Wage Carework in the United States.,2017,Learning to care: work experiences and identity formation among African immigrant care workers in the US,2018,International Journal of Care and Caring,Journal article,Affect;Class;Gender;Labor;Market services;Migration;Race;Social care,Qualitative,United States,N/A,,Ethnography,,FALSE,FALSE
SunKen,Ken Sun,Constructing Networks of Elder Care across Borders: The Experiences of Taiwanese Immigrants in the U.S. and Their Parents in the Homeland.,2017,Fashioning the Reciprocal Norms of Elder Care: A Case of Immigrants in the United States and Their Parents in Taiwan,2012,Journal of Family Issues,Journal article,Affect;Aging;Citizenship;Labor;Migration;Social care;Social practices,Interviews;Qualitative,East Asia;United States,Taiwan,,,,FALSE,FALSE
SweHal,Haley Swenson,Gendered Meanings of Housework,2017,"Reproducing Inequality: Cooking, Cleaning, and Caring in the Austerity Age",2016,Dissertation at Ohio State University,Dissertation,Affect;Class;Gender;Governance;Labor;Market services;Race;Social practices;Social care;Theory,Interviews;Qualitative,United States,"Colombus, Ohio",,Steven Lopez (co-presenter) was her advisor for the dissertation ,,FALSE,FALSE
TeeEri,Erin Teeple,An Ergonomic Assessment of Hospital Linen Bag Handling,2017,An Ergonomic Assessment of Hospital Linen Bag Handling,2017,New Solutions: A Journal of Environmental and Occupational Health Policy,Journal article,Disability;Healthcare;Labor;Market services,Quantitative,United States,N/A,,,,FALSE,FALSE
TeeEri;GorReb;PunLau,Erin Teeple;Rebecca Gore;Laura Punnett,"Workplace Predictors
of Perceived Quality of Care in Nursing Homes.",2017,"Associations Among Health Care Workplace Safety, Resident Satisfaction, and Quality of Care in Long-Term Care Facilities",2017,Journal of occupational and environmental medicine,Journal article,Healthcare;Labor;Market services;Metrics;Social care,Quantitative;Statistics,United States,N/A,Aging;Metrics,,,FALSE,FALSE
TraNat,Natalicia Tracy;Tim Sieber;Susan Moir,Invisible No More: Domestic workers organizing in Massachusetts and beyond.,2017,Invisible No More: Domestic workers organizing in Massachusetts and beyond,2014,ScholarWorks at UMass Boston: Labor Studies Faculty Publication Series,NGO/Non-Profit report,Class;Gender;GovernanceLabor;Market services;Migration;Social care;Social practices,Surveys;Quantitative,United States,Massachusetts,,,,FALSE,FALSE
UkhDar,Daria Ukhova,Gender division of unpaid carework in the ‘post-post-socialist’ Europe,2017,Doing Gender with Class: Gender Division of Unpaid Work in Russian Middle-Class Dual Earner Heterosexual Households,2021,Journal of Family Issues,Journal article,Class;Gender;Labor;Social care;Social practices;Theory,Interviews;Qualitative,Eastern/Central Europe,Russia,,,,FALSE,FALSE
QuiMar;GooNan;GalCat;SamSus;KarNic;SheNoo,Pia Markkanen;Margaret Quinn;Nancy Goodyear;Catherine Galligan;Susan Sama;Nicole Karlsson;Noor Sheikh,Cleaning and Disinfection in Home Care: A Qualitative Study to Characterize Aides’ Cleaning Work and Assess Safety and Health Exposures,2018,Cleaning and disinfection in home healthcare: integrating qualitative and quantitative methods to assess caregivers’ exposure to cleaning and disinfection products,2019,"BMJ Journals (Occupational & Environmental Medicine Volume 75, Issue Supplement 2)",,Dependent care;Healthcare;Environment;Paid labor,,,,,,,FALSE,FALSE
AddLau,Laura Addati,Transforming care work and care jobs for the future of decent work,2019,Transforming care work and care jobs for the future of decent work,2021,International Journal of Care and Caring,Journal article,Unpaid labor;Paid labor;Gender,Quantitative;Qualitative,N/A,N/A,,,,FALSE,FALSE
